order_date;order_id;order_line;quantity;price;total_price;model;category_1;category_2;frame_material;bikeshop_name;city;state
2011-07-25;212;4;1;10660;10660;Supersix Evo Hi-Mod Team;Road;Elite Road;Carbon;Cincinnati Speed;Cincinnati;OH
2011-07-25;212;5;1;3200;3200;CAAD12 Red;Road;Elite Road;Aluminum;Cincinnati Speed;Cincinnati;OH
2011-07-25;212;6;3;3200;9600;Supersix Evo Ultegra 3;Road;Elite Road;Carbon;Cincinnati Speed;Cincinnati;OH
2011-07-25;212;7;1;7990;7990;Jekyll Carbon 1;Mountain;Over Mountain;Carbon;Cincinnati Speed;Cincinnati;OH
2011-07-25;212;8;1;6390;6390;F-Si Hi-Mod 1;Mountain;Cross Country Race;Carbon;Cincinnati Speed;Cincinnati;OH
2011-07-25;212;9;1;5860;5860;Synapse Hi-Mod Dura Ace;Road;Endurance Road;Carbon;Cincinnati Speed;Cincinnati;OH
2011-07-25;212;10;1;2660;2660;Synapse Carbon Ultegra 4;Road;Endurance Road;Carbon;Cincinnati Speed;Cincinnati;OH
2011-07-25;212;11;1;1410;1410;CAAD8 105;Road;Elite Road;Aluminum;Cincinnati Speed;Cincinnati;OH
2011-07-27;213;1;1;2660;2660;CAAD Disc Ultegra;Road;Elite Road;Aluminum;Portland Bi-peds;Portland;OR
2011-07-28;214;1;3;2130;6390;Synapse Disc Adventure;Road;Endurance Road;Aluminum;Miami Race Equipment;Miami;FL
2011-07-28;214;2;1;2060;2060;F-Si 2;Mountain;Cross Country Race;Aluminum;Miami Race Equipment;Miami;FL
2011-08-01;215;1;2;12250;24500;Habit Hi-Mod Black Inc.;Mountain;Trail;Carbon;Kansas City 29ers;Kansas City;KS
2011-08-01;215;2;1;2130;2130;Beast of the East 2;Mountain;Trail;Aluminum;Kansas City 29ers;Kansas City;KS
2011-08-01;216;1;1;7000;7000;Slice Hi-Mod Black Inc.;Road;Triathalon;Carbon;Detroit Cycles;Detroit;MI
2011-08-01;216;2;1;2660;2660;Synapse Carbon Ultegra 4;Road;Endurance Road;Carbon;Detroit Cycles;Detroit;MI
2011-08-01;216;3;1;5860;5860;Synapse Hi-Mod Dura Ace;Road;Endurance Road;Carbon;Detroit Cycles;Detroit;MI
2011-08-01;216;4;1;3500;3500;SuperX Hi-Mod CX1;Road;Cyclocross;Carbon;Detroit Cycles;Detroit;MI
2011-08-01;216;5;1;1950;1950;CAAD12 Disc 105;Road;Elite Road;Aluminum;Detroit Cycles;Detroit;MI
2011-08-01;216;6;1;1250;1250;Synapse Disc Tiagra;Road;Endurance Road;Aluminum;Detroit Cycles;Detroit;MI
2011-08-01;216;7;2;2700;5400;Slice Ultegra;Road;Triathalon;Carbon;Detroit Cycles;Detroit;MI
2011-08-01;217;1;1;1950;1950;CAAD12 Disc 105;Road;Elite Road;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;2;1;2340;2340;F-Si 1;Mountain;Cross Country Race;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;3;1;1950;1950;Slice 105;Road;Triathalon;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;4;1;3840;3840;Jekyll Carbon 3;Mountain;Over Mountain;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;5;2;3200;6400;Scalpel 29 4;Mountain;Cross Country Race;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;6;1;3200;3200;Jekyll Carbon 4;Mountain;Over Mountain;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;7;1;2880;2880;F-Si Carbon 4;Mountain;Cross Country Race;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;8;1;5970;5970;Trigger Carbon 2;Mountain;Over Mountain;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;9;1;3200;3200;Synapse Carbon Ultegra 3;Road;Endurance Road;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;10;1;1620;1620;Beast of the East 3;Mountain;Trail;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;11;1;1080;1080;Trail 3;Mountain;Sport;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;12;2;5330;10660;Supersix Evo Hi-Mod Dura Ace 2;Road;Elite Road;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;13;1;1750;1750;SuperX Rival CX1;Road;Cyclocross;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;14;1;1840;1840;Syapse Carbon Tiagra;Road;Endurance Road;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;15;1;870;870;Synapse Claris;Road;Endurance Road;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;16;1;2130;2130;Synapse Disc Adventure;Road;Endurance Road;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;17;1;2880;2880;Habit 4;Mountain;Trail;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;18;1;3200;3200;Supersix Evo Ultegra 3;Road;Elite Road;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;19;1;2660;2660;Synapse Carbon Disc 105;Road;Endurance Road;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-01;217;20;2;3200;6400;Trigger Carbon 4;Mountain;Over Mountain;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-04;218;1;1;9590;9590;Synapse Hi-Mod Disc Black Inc.;Road;Endurance Road;Carbon;Portland Bi-peds;Portland;OR
2011-08-04;218;2;1;6070;6070;Jekyll Carbon 2;Mountain;Over Mountain;Carbon;Portland Bi-peds;Portland;OR
2011-08-04;218;3;1;1620;1620;Beast of the East 3;Mountain;Trail;Aluminum;Portland Bi-peds;Portland;OR
2011-08-04;218;4;1;3200;3200;Trigger Carbon 4;Mountain;Over Mountain;Carbon;Portland Bi-peds;Portland;OR
2011-08-04;218;5;1;2660;2660;Synapse Carbon Disc 105;Road;Endurance Road;Carbon;Portland Bi-peds;Portland;OR
2011-08-04;218;6;1;1950;1950;Habit 6;Mountain;Trail;Aluminum;Portland Bi-peds;Portland;OR
2011-08-04;218;7;1;7990;7990;Jekyll Carbon 1;Mountain;Over Mountain;Carbon;Portland Bi-peds;Portland;OR
2011-08-04;218;8;2;585;1170;Catalyst 2;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2011-08-04;218;9;1;1520;1520;Trail 1;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2011-08-04;218;10;4;2770;11080;Beast of the East 1;Mountain;Trail;Aluminum;Portland Bi-peds;Portland;OR
2011-08-04;218;11;1;2130;2130;Synapse Disc Adventure;Road;Endurance Road;Aluminum;Portland Bi-peds;Portland;OR
2011-08-04;219;1;2;2660;5320;Synapse Carbon Disc 105;Road;Endurance Road;Carbon;Seattle Race Equipment;Seattle;WA
2011-08-04;219;2;1;3200;3200;Synapse Carbon Ultegra 3;Road;Endurance Road;Carbon;Seattle Race Equipment;Seattle;WA
2011-08-04;219;3;1;1570;1570;Synapse Disc 105;Road;Endurance Road;Aluminum;Seattle Race Equipment;Seattle;WA
2011-08-08;220;1;2;2880;5760;Habit 4;Mountain;Trail;Aluminum;Kansas City 29ers;Kansas City;KS
2011-08-09;221;1;1;5330;5330;Scalpel 29 Carbon 2;Mountain;Cross Country Race;Carbon;Denver Bike Shop;Denver;CO
2011-08-09;221;2;2;1520;3040;Trail 1;Mountain;Sport;Aluminum;Denver Bike Shop;Denver;CO
2011-08-09;221;3;2;7460;14920;Habit Carbon 1;Mountain;Trail;Carbon;Denver Bike Shop;Denver;CO
2011-08-09;221;4;3;7990;23970;Jekyll Carbon 1;Mountain;Over Mountain;Carbon;Denver Bike Shop;Denver;CO
2011-08-09;221;5;2;3200;6400;Jekyll Carbon 4;Mountain;Over Mountain;Carbon;Denver Bike Shop;Denver;CO
2011-08-11;222;1;1;2060;2060;F-Si 2;Mountain;Cross Country Race;Aluminum;Miami Race Equipment;Miami;FL
2011-08-11;222;2;1;1960;1960;SuperX 105;Road;Cyclocross;Carbon;Miami Race Equipment;Miami;FL
2011-08-11;222;3;1;3200;3200;Supersix Evo Ultegra 3;Road;Elite Road;Carbon;Miami Race Equipment;Miami;FL
2011-08-11;223;1;2;1350;2700;Trail 2;Mountain;Sport;Aluminum;Miami Race Equipment;Miami;FL
2011-08-11;223;2;1;2660;2660;Supersix Evo Ultegra 4;Road;Elite Road;Carbon;Miami Race Equipment;Miami;FL
2011-08-11;223;3;1;2660;2660;Synapse Carbon Disc 105;Road;Endurance Road;Carbon;Miami Race Equipment;Miami;FL
2011-08-11;223;4;1;1030;1030;CAAD8 Sora;Road;Elite Road;Aluminum;Miami Race Equipment;Miami;FL
2011-08-11;223;5;1;815;815;CAAD8 Claris;Road;Elite Road;Aluminum;Miami Race Equipment;Miami;FL
2011-08-11;223;6;1;2770;2770;Beast of the East 1;Mountain;Trail;Aluminum;Miami Race Equipment;Miami;FL
2011-08-12;224;1;4;3200;12800;Bad Habit 1;Mountain;Trail;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;2;1;3730;3730;Synapse Carbon Disc Ultegra;Road;Endurance Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;3;1;1250;1250;CAAD8 Tiagra;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;4;1;2340;2340;F-Si 1;Mountain;Cross Country Race;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;5;1;4260;4260;Supersix Evo Hi-Mod Utegra;Road;Elite Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;6;1;2130;2130;Synapse Disc Adventure;Road;Endurance Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;7;1;3200;3200;Slice Ultegra D12;Road;Triathalon;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;8;1;1840;1840;Syapse Carbon Tiagra;Road;Endurance Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;9;1;815;815;CAAD8 Claris;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;10;1;2130;2130;Fat CAAD2;Mountain;Fat Bike;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;11;3;2700;8100;Slice Ultegra;Road;Triathalon;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;12;1;2660;2660;Supersix Evo Ultegra 4;Road;Elite Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;13;1;1030;1030;CAAD8 Sora;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;14;1;4500;4500;Slice Hi-Mod Dura Ace D12;Road;Triathalon;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;15;3;1950;5850;Slice 105;Road;Triathalon;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;16;1;4260;4260;CAAD12 Disc Dura Ace;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;17;1;870;870;Synapse Claris;Road;Endurance Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;18;1;1840;1840;Supersix Evo Tiagra;Road;Elite Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;19;2;3200;6400;Synapse Carbon Ultegra 3;Road;Endurance Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;20;1;2240;2240;Synapse Carbon 105;Road;Endurance Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;21;5;1030;5150;Synapse Sora;Road;Endurance Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;22;1;1950;1950;CAAD12 Disc 105;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;23;1;10660;10660;Supersix Evo Hi-Mod Team;Road;Elite Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;24;1;2660;2660;CAAD Disc Ultegra;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-12;224;25;1;2770;2770;Beast of the East 1;Mountain;Trail;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-16;225;1;1;1840;1840;Syapse Carbon Tiagra;Road;Endurance Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-16;225;2;1;1250;1250;Synapse Disc Tiagra;Road;Endurance Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-08-16;226;1;1;3200;3200;Bad Habit 1;Mountain;Trail;Aluminum;Denver Bike Shop;Denver;CO
2011-08-16;226;2;2;2060;4120;F-Si 2;Mountain;Cross Country Race;Aluminum;Denver Bike Shop;Denver;CO
2011-08-16;226;3;3;3200;9600;Scalpel-Si 5;Mountain;Cross Country Race;Aluminum;Denver Bike Shop;Denver;CO
2011-08-16;226;4;3;2700;8100;Slice Ultegra;Road;Triathalon;Carbon;Denver Bike Shop;Denver;CO
2011-08-16;226;5;1;980;980;Trail 4;Mountain;Sport;Aluminum;Denver Bike Shop;Denver;CO
2011-08-16;226;6;1;7990;7990;Jekyll Carbon 1;Mountain;Over Mountain;Carbon;Denver Bike Shop;Denver;CO
2011-08-16;226;7;1;9060;9060;F-Si Hi-Mod Team;Mountain;Cross Country Race;Carbon;Denver Bike Shop;Denver;CO
2011-08-16;226;8;1;1950;1950;CAAD12 Disc 105;Road;Elite Road;Aluminum;Denver Bike Shop;Denver;CO
2011-08-17;227;1;3;4260;12780;CAAD12 Disc Dura Ace;Road;Elite Road;Aluminum;Pittsburgh Mountain Machines;Pittsburgh;PA
2011-08-19;228;1;2;585;1170;Catalyst 2;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2011-08-22;229;1;1;9060;9060;Scalpel-Si Race;Mountain;Cross Country Race;Carbon;New York Cycles;New York;NY
2011-08-22;229;2;1;815;815;CAAD8 Claris;Road;Elite Road;Aluminum;New York Cycles;New York;NY
2011-08-23;230;1;3;12790;38370;Supersix Evo Black Inc.;Road;Elite Road;Carbon;Cincinnati Speed;Cincinnati;OH
2011-08-23;230;2;1;7460;7460;Synapse Hi-Mod Disc Red;Road;Endurance Road;Carbon;Cincinnati Speed;Cincinnati;OH
2011-08-23;231;1;2;2060;4120;F-Si 2;Mountain;Cross Country Race;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;231;2;1;3200;3200;Scalpel 29 4;Mountain;Cross Country Race;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;231;3;1;1520;1520;Trail 1;Mountain;Sport;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;231;4;1;3730;3730;Fat CAAD1;Mountain;Fat Bike;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;231;5;1;2660;2660;Bad Habit 2;Mountain;Trail;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;232;1;1;6390;6390;F-Si Hi-Mod 1;Mountain;Cross Country Race;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-23;232;2;3;12250;36750;Habit Hi-Mod Black Inc.;Mountain;Trail;Carbon;Phoenix Bi-peds;Phoenix;AZ
2011-08-23;233;1;9;2450;22050;SuperX Ultegra;Road;Cyclocross;Carbon;Denver Bike Shop;Denver;CO
2011-08-23;233;2;1;815;815;Trail 5;Mountain;Sport;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;233;3;2;2660;5320;CAAD Disc Ultegra;Road;Elite Road;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;233;4;2;1250;2500;Synapse Disc Tiagra;Road;Endurance Road;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;233;5;1;3200;3200;Scalpel 29 4;Mountain;Cross Country Race;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;233;6;2;2240;4480;Synapse Carbon 105;Road;Endurance Road;Carbon;Denver Bike Shop;Denver;CO
2011-08-23;233;7;1;1080;1080;Trail 3;Mountain;Sport;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;233;8;1;2660;2660;Synapse Carbon Disc 105;Road;Endurance Road;Carbon;Denver Bike Shop;Denver;CO
2011-08-23;233;9;1;2130;2130;Beast of the East 2;Mountain;Trail;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;233;10;1;4800;4800;F-Si Carbon 2;Mountain;Cross Country Race;Carbon;Denver Bike Shop;Denver;CO
2011-08-23;233;11;1;1410;1410;CAAD8 105;Road;Elite Road;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;233;12;2;1680;3360;CAAD12 105;Road;Elite Road;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;233;13;1;2130;2130;Fat CAAD2;Mountain;Fat Bike;Aluminum;Denver Bike Shop;Denver;CO
2011-08-23;233;14;1;3500;3500;SuperX Hi-Mod CX1;Road;Cyclocross;Carbon;Denver Bike Shop;Denver;CO
2011-08-23;233;15;1;9060;9060;F-Si Hi-Mod Team;Mountain;Cross Country Race;Carbon;Denver Bike Shop;Denver;CO
2011-08-23;233;16;1;3200;3200;Bad Habit 1;Mountain;Trail;Aluminum;Denver Bike Shop;Denver;CO
2011-08-24;234;1;1;3200;3200;Synapse Carbon Ultegra 3;Road;Endurance Road;Carbon;Portland Bi-peds;Portland;OR
2011-08-24;234;2;1;7460;7460;Scalpel-Si Hi-Mod 1;Mountain;Cross Country Race;Carbon;Portland Bi-peds;Portland;OR
2011-08-24;234;3;1;2660;2660;CAAD Disc Ultegra;Road;Elite Road;Aluminum;Portland Bi-peds;Portland;OR
2011-08-24;234;4;1;6390;6390;Scalpel-Si Carbon 2;Mountain;Cross Country Race;Carbon;Portland Bi-peds;Portland;OR
2011-08-24;234;5;1;2660;2660;Synapse Carbon Ultegra 4;Road;Endurance Road;Carbon;Portland Bi-peds;Portland;OR
2011-08-24;234;6;1;2770;2770;Beast of the East 1;Mountain;Trail;Aluminum;Portland Bi-peds;Portland;OR
2011-08-24;234;7;1;4260;4260;Supersix Evo Hi-Mod Utegra;Road;Elite Road;Carbon;Portland Bi-peds;Portland;OR
2011-08-24;235;1;1;5330;5330;Synapse Hi-Mod Disc Ultegra;Road;Endurance Road;Carbon;Denver Bike Shop;Denver;CO
2011-08-24;235;2;2;1750;3500;SuperX Rival CX1;Road;Cyclocross;Carbon;Denver Bike Shop;Denver;CO
2011-08-24;235;3;1;7990;7990;Jekyll Carbon 1;Mountain;Over Mountain;Carbon;Denver Bike Shop;Denver;CO
2011-08-26;236;1;1;3200;3200;Synapse Carbon Ultegra 3;Road;Endurance Road;Carbon;Ann Arbor Speed;Ann Arbor;MI
2011-08-26;236;2;1;5860;5860;Synapse Hi-Mod Dura Ace;Road;Endurance Road;Carbon;Ann Arbor Speed;Ann Arbor;MI
2011-08-30;237;1;1;3730;3730;Trigger Carbon 3;Mountain;Over Mountain;Carbon;Denver Bike Shop;Denver;CO
2011-08-30;237;2;1;5330;5330;Habit Carbon 2;Mountain;Trail;Carbon;Denver Bike Shop;Denver;CO
2011-08-30;237;3;1;12790;12790;Scalpel-Si Black Inc.;Mountain;Cross Country Race;Carbon;Denver Bike Shop;Denver;CO
2011-09-02;238;1;1;4800;4800;Synapse Carbon Disc Ultegra D12;Road;Endurance Road;Carbon;Ithaca Mountain Climbers;Ithaca;NY
2011-09-02;238;2;1;480;480;Catalyst 3;Mountain;Sport;Aluminum;Ithaca Mountain Climbers;Ithaca;NY
2011-09-02;238;3;1;12790;12790;Scalpel-Si Black Inc.;Mountain;Cross Country Race;Carbon;Ithaca Mountain Climbers;Ithaca;NY
2011-09-02;238;4;1;6390;6390;F-Si Hi-Mod 1;Mountain;Cross Country Race;Carbon;Ithaca Mountain Climbers;Ithaca;NY
2011-09-02;238;5;1;7990;7990;Jekyll Carbon 1;Mountain;Over Mountain;Carbon;Ithaca Mountain Climbers;Ithaca;NY
2011-09-02;238;6;6;3500;21000;SuperX Hi-Mod CX1;Road;Cyclocross;Carbon;Ithaca Mountain Climbers;Ithaca;NY
2011-09-02;238;7;1;3730;3730;Fat CAAD1;Mountain;Fat Bike;Aluminum;Ithaca Mountain Climbers;Ithaca;NY
2011-09-02;238;8;1;6390;6390;Scalpel 29 Carbon Race;Mountain;Cross Country Race;Carbon;Ithaca Mountain Climbers;Ithaca;NY
2011-09-02;238;9;1;585;585;Catalyst 2;Mountain;Sport;Aluminum;Ithaca Mountain Climbers;Ithaca;NY
2011-09-06;239;1;1;1950;1950;CAAD12 Disc 105;Road;Elite Road;Aluminum;Wichita Speed;Wichita;KS
2011-09-06;239;2;1;3840;3840;Jekyll Carbon 3;Mountain;Over Mountain;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;3;1;1950;1950;Slice 105;Road;Triathalon;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;4;1;7000;7000;Slice Hi-Mod Black Inc.;Road;Triathalon;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;5;1;2660;2660;Synapse Carbon Disc 105;Road;Endurance Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;6;1;3200;3200;Scalpel-Si 5;Mountain;Cross Country Race;Aluminum;Wichita Speed;Wichita;KS
2011-09-06;239;7;3;7460;22380;Scalpel-Si Hi-Mod 1;Mountain;Cross Country Race;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;8;1;5860;5860;Synapse Hi-Mod Dura Ace;Road;Endurance Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;9;3;4800;14400;Synapse Carbon Disc Ultegra D12;Road;Endurance Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;10;1;2660;2660;Supersix Evo Ultegra 4;Road;Elite Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;11;1;3940;3940;Supersix Evo Red;Road;Elite Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;12;1;2660;2660;Synapse Carbon Ultegra 4;Road;Endurance Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;13;1;12790;12790;Scalpel-Si Black Inc.;Mountain;Cross Country Race;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;14;2;7990;15980;Supersix Evo Hi-Mod Dura Ace 1;Road;Elite Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;15;1;7990;7990;Jekyll Carbon 1;Mountain;Over Mountain;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;16;1;5330;5330;Supersix Evo Hi-Mod Dura Ace 2;Road;Elite Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;17;1;3730;3730;Synapse Carbon Disc Ultegra;Road;Endurance Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;18;1;3500;3500;SuperX Hi-Mod CX1;Road;Cyclocross;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;19;1;3200;3200;Synapse Carbon Ultegra 3;Road;Endurance Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;20;1;11190;11190;F-Si Black Inc.;Mountain;Cross Country Race;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;21;1;5330;5330;Habit Carbon 2;Mountain;Trail;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;22;1;4260;4260;Supersix Evo Hi-Mod Utegra;Road;Elite Road;Carbon;Wichita Speed;Wichita;KS
2011-09-06;239;23;1;815;815;CAAD8 Claris;Road;Elite Road;Aluminum;Wichita Speed;Wichita;KS
2011-09-06;239;24;1;2130;2130;Synapse Disc Adventure;Road;Endurance Road;Aluminum;Wichita Speed;Wichita;KS
2011-09-06;239;25;5;585;2925;Catalyst 2;Mountain;Sport;Aluminum;Wichita Speed;Wichita;KS
2011-09-06;240;1;1;815;815;CAAD8 Claris;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;2;1;2660;2660;Bad Habit 2;Mountain;Trail;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;3;3;4800;14400;Synapse Carbon Disc Ultegra D12;Road;Endurance Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;4;1;3200;3200;Slice Ultegra D12;Road;Triathalon;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;5;2;1250;2500;CAAD8 Tiagra;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;6;1;7460;7460;Synapse Hi-Mod Disc Red;Road;Endurance Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;7;1;1570;1570;Synapse Disc 105;Road;Endurance Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;8;1;1950;1950;CAAD12 Disc 105;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;9;1;5860;5860;CAAD12 Black Inc;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;10;1;1840;1840;Syapse Carbon Tiagra;Road;Endurance Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;11;1;1680;1680;CAAD12 105;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;240;12;1;2130;2130;Synapse Disc Adventure;Road;Endurance Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2011-09-06;241;1;2;3730;7460;Trigger Carbon 3;Mountain;Over Mountain;Carbon;Denver Bike Shop;Denver;CO
2011-09-08;242;1;2;480;960;Catalyst 3;Mountain;Sport;Aluminum;Indianapolis Velocipedes;Indianapolis;IN
2011-09-08;242;2;1;1570;1570;Synapse Disc 105;Road;Endurance Road;Aluminum;Indianapolis Velocipedes;Indianapolis;IN
2011-09-08;242;3;1;1840;1840;Supersix Evo Tiagra;Road;Elite Road;Carbon;Indianapolis Velocipedes;Indianapolis;IN
2011-09-08;242;4;1;7460;7460;Synapse Hi-Mod Disc Red;Road;Endurance Road;Carbon;Indianapolis Velocipedes;Indianapolis;IN
2011-09-08;242;5;2;4260;8520;Supersix Evo Hi-Mod Utegra;Road;Elite Road;Carbon;Indianapolis Velocipedes;Indianapolis;IN
2011-09-08;242;6;1;415;415;Catalyst 4;Mountain;Sport;Aluminum;Indianapolis Velocipedes;Indianapolis;IN
2011-09-08;242;7;1;3200;3200;Bad Habit 1;Mountain;Trail;Aluminum;Indianapolis Velocipedes;Indianapolis;IN
2011-09-08;242;8;1;2060;2060;F-Si 2;Mountain;Cross Country Race;Aluminum;Indianapolis Velocipedes;Indianapolis;IN
2011-09-08;242;9;1;1840;1840;Syapse Carbon Tiagra;Road;Endurance Road;Carbon;Indianapolis Velocipedes;Indianapolis;IN
2011-09-08;242;10;1;3500;3500;SuperX Hi-Mod CX1;Road;Cyclocross;Carbon;Indianapolis Velocipedes;Indianapolis;IN
2011-09-08;243;1;1;3200;3200;Scalpel 29 4;Mountain;Cross Country Race;Aluminum;Denver Bike Shop;Denver;CO
2011-09-08;243;2;1;2130;2130;Fat CAAD2;Mountain;Fat Bike;Aluminum;Denver Bike Shop;Denver;CO
2011-09-08;243;3;1;705;705;Catalyst 1;Mountain;Sport;Aluminum;Denver Bike Shop;Denver;CO
2011-09-08;243;4;1;6390;6390;Scalpel 29 Carbon Race;Mountain;Cross Country Race;Carbon;Denver Bike Shop;Denver;CO
2011-09-08;243;5;1;3200;3200;Supersix Evo Ultegra 3;Road;Elite Road;Carbon;Denver Bike Shop;Denver;CO
